entry_id,title,category,card,posting_date,text_chars,evidencia,pred_unit,unit_do_bloco_temporal,gold_units,gold_topics,scorable,notas,status,gold_fonte
bezier-cpp,Bezier-CPP,codigo-professor,7 - Curvas Paramétricas,,0,Bezier-CPP,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,conflito: texto queria unidade-01-introducao-ao-processamento-grafico · unit_conf=0.50 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
bezier-py,Bezier-PY,codigo-professor,7 - Curvas Paramétricas,,0,Bezier-PY,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,conflito: texto queria unidade-01-introducao-ao-processamento-grafico · unit_conf=0.95 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
bezier-python,Bezier-Python,codigo-professor,7 - Curvas Paramétricas,,0,Bezier-Python,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,conflito: texto queria unidade-02-fundamentos-matematicos · unit_conf=0.58 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
curvas,Curvas,outros,7 - Curvas Paramétricas,,12510,Curvas · Conteúdo Extraído,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,unit_conf=0.62 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
curvasparametricas,CurvasParametricas,material-de-aula,7 - Curvas Paramétricas,,23687,Curvas Paramétricas · Introdução · Representação de Curvas · Representação de Curvas · • Forma não paramétrica · Representação de Curvas · Representação de Curvas · • Forma paramétrica,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,unit_conf=0.76 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
exercicios-sobre-curvas,exercicios-sobre-curvas,listas,7 - Curvas Paramétricas,,1148,exercicios-sobre-curvas · Conteúdo Extraído,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,unit_conf=0.61 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
exercicios-sobre-curvas-html,exercicios-sobre-curvas,listas,Exercícios 2D,,1148,exercicios-sobre-curvas · Conteúdo Extraído,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,secao 'Exercicios 2D' cruza unidades; duplicata de exercicios-sobre-curvas · unit_conf=0.59 revisar=mudou,rotulado,proposto-claude 2026-09-11: conteudo
pagina-com-videos-sobre-curvas-parametricas-63d902,Página com Vídeos sobre Curvas Paramétricas,references,7 - Curvas Paramétricas,,1670,"Página com Vídeos sobre Curvas Paramétricas · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestrado, Doutorado e Pr",unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,unidade-07-representacao-e-modelagem-de-objetos,,yes,unit_conf=0.88 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
atividade,atividade,outros,13 - Computação Gráfica 3D,,295,atividade · Conteúdo Extraído,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,unit_conf=0.95 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
opengl3d,OpenGL3D,outros,13 - Computação Gráfica 3D,,6474,"OpenGL3D · Conteúdo Extraído · Instalação de exemplo 3D Utilize um dos projetos disponíveis nesta página : https://www.inf.pucrs.br/pinho/CG/Aulas/OpenGL/OpenGL.html, conforme a linguagem de sua prefe",unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,unit_conf=0.56 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
opengl3dcpp,OpenGL3DCPP,codigo-professor,13 - Computação Gráfica 3D,,0,OpenGL3DCPP,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,"bundle misto (2D/3D/Bezier/imagens), card 13 'Computacao Grafica 3D' = u06; fecha o RULING pendente desde 06/09 · unit_conf=0.27 revisar=mudou",rotulado,proposto-claude 2026-09-11: ruling-user 2026-09-11: apoio misto rotula pelo card
opengl3dcpp-vdi,OpenGL3DCPP-VDI,codigo-professor,13 - Computação Gráfica 3D,,0,OpenGL3DCPP-VDI,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,"bundle misto (2D/3D/Bezier/imagens), card 13 'Computacao Grafica 3D' = u06; fecha o RULING pendente desde 06/09 · unit_conf=0.27 revisar=mudou",rotulado,proposto-claude 2026-09-11: ruling-user 2026-09-11: apoio misto rotula pelo card
aula-gravada-975b85,Aula gravada,references,11 - Morfologia Matemática,,351,Aula gravada · Conteúdo Extraído,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.00 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
morfologiamatematicapptx,MorfologiaMatematica.pptx,material-de-aula,11 - Morfologia Matemática,,6717,Morfologia Matemática · Morfologia Matemática · Morfologia Matemática · Morfologia Matemática · w Dilatação · Morfologia Matemática · Morfologia Matemática · Imagens Curadas,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,conflito: texto queria unidade-06-processo-de-visualizacao-3d · unit_conf=1.00 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
pagina-com-videos-sobre-morfologia-matematica-06265a,Página com Vídeos sobre Morfologia Matemática,references,11 - Morfologia Matemática,,727,"Página com Vídeos sobre Morfologia Matemática · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestrado, Doutorado e ",unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,conflito: texto queria unidade-06-processo-de-visualizacao-3d · unit_conf=0.95 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
cronograma2026-2,Cronograma2026-2,cronograma,Plano de Ensino,,4034,Prof. Márcio Sarroglia Pinho · Cronograma,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico|unidade-02-fundamentos-matematicos|unidade-03-processamento-de-imagens-e-visao-computacional|unidade-04-processo-de-visualizacao-2d|unidade-05-transformacoes-geometricas|unidade-06-processo-de-visualizacao-3d|unidade-07-representacao-e-modelagem-de-objetos|unidade-08-sintese-de-imagens-realisticas|unidade-09-topicos-especiais-em-pesquisa-em-cg,,yes,"meta (cronograma, plano, playlist) · subunit_gt scorable=no: meta (cronograma) · unit_conf=0.50 revisar=ok",rotulado,proposto-claude 2026-09-11: ruling-user 2026-08-19 (SO): meta cobre todas as unidades
intro,intro,outros,1 - Origens da Computação Gráfica,,777,intro · Conteúdo Extraído,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,,yes,unit_conf=0.49 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
origensdacomputacaografica,OrigensDaComputacaoGrafica,material-de-aula,1 - Origens da Computação Gráfica,,5075,Origens da Computação Gráfica · WHIRLWIND · SAGE - Semi-Automatic Ground Enviroment · Sketchpad -** A Man-Machine Graphical Communication System · Sketchpad -** A Man-Machine Graphical Communication S,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,,yes,unit_conf=0.94 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
planodeensino-4645z-04-fundamentos-de-computacao-grafica,PlanoDeEnsino-4645Z-04-Fundamentos de Computação Gráfica,cronograma,Plano de Ensino,,7494,ESCOLA:** Politécnica · EMENTA: · OBJETIVOS DE APRENDIZAGEM · 1.3.** Áreas relacionadas · Nº DA UNIDADE:** 02 **Nº DE HORAS EM PERCENTUAL:** 15% **CONTEÚDO:** Fundamentos Matemáticos · Nº DA UNIDADE:*,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico|unidade-02-fundamentos-matematicos|unidade-03-processamento-de-imagens-e-visao-computacional|unidade-04-processo-de-visualizacao-2d|unidade-05-transformacoes-geometricas|unidade-06-processo-de-visualizacao-3d|unidade-07-representacao-e-modelagem-de-objetos|unidade-08-sintese-de-imagens-realisticas|unidade-09-topicos-especiais-em-pesquisa-em-cg,,yes,"meta (cronograma, plano, playlist) · subunit_gt scorable=no: meta (plano de ensino) · unit_conf=0.25 revisar=ok",rotulado,proposto-claude 2026-09-11: ruling-user 2026-08-19 (SO): meta cobre todas as unidades
video-sobre-origens-da-computacao-grafica-806e66,Vídeo sobre Origens da Computação Gráfica,references,1 - Origens da Computação Gráfica,,407,Vídeo sobre Origens da Computação Gráfica · Conteúdo Extraído,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,,yes,unit_conf=0.98 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
videoscg-v2,VideosCG-v2,outros,Plano de Ensino,,11927,98716-4 Computação Gráfica - Prof. Márcio Sarroglia Pinho Playlist de Computação Gráfica · Fundamentos Matemáticos · Detecção de Colisão · Geometria Computacional · Processo de Visualização 2D · Curva,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico,unidade-01-introducao-ao-processamento-grafico|unidade-02-fundamentos-matematicos|unidade-03-processamento-de-imagens-e-visao-computacional|unidade-04-processo-de-visualizacao-2d|unidade-05-transformacoes-geometricas|unidade-06-processo-de-visualizacao-3d|unidade-07-representacao-e-modelagem-de-objetos|unidade-08-sintese-de-imagens-realisticas|unidade-09-topicos-especiais-em-pesquisa-em-cg,,yes,"meta (cronograma, plano, playlist) · subunit_gt scorable=no: playlist da disciplina inteira · unit_conf=0.26 revisar=mudou",rotulado,proposto-claude 2026-09-11: ruling-user 2026-08-19 (SO): meta cobre todas as unidades
basico3d-py,Basico3D-PY,codigo-professor,13 - Computação Gráfica 3D,,0,Basico3D-PY,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,unit_conf=0.47 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
pagina-com-videos-sobre-visualizacao-3d-35a833,Página com Vídeos sobre Visualização 3D,references,13 - Computação Gráfica 3D,,1895,"Página com Vídeos sobre Visualização 3D · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestrado, Doutorado e Profes",unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,unit_conf=0.64 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
vis3d,Vis3d,outros,13 - Computação Gráfica 3D,,13527,"Vis3d · Conteúdo Extraído · Computação Gráfica Visualização 3D · INTRODUÇÃO · PROJEÇÕES · PROJEÇÃO PARALELA ORTOGRÁFICA · PROJEÇÃO PERSPECTIVA · Como calcular o valor de ""D"" ?",unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,unidade-06-processo-de-visualizacao-3d,,yes,unit_conf=0.64 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
exercicioduascores,ExercicioDuasCores,listas,8 - Manipulação de Imagens,,740,ExercicioDuasCores · Conteúdo Extraído,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.40 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
exercicios-de-processamento-de-imagens,exercicios-de-processamento-de-imagens,listas,9 - Introdução ao Processamento de Imagens,,466,exercicios-de-processamento-de-imagens · Conteúdo Extraído · A lista completa está [neste link](https://www.inf.pucrs.br/pinho/CG/Exercicios/Lista2D/ExerciciosProcImagens.html).,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.83 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
floodfill,FloodFill,listas,8 - Manipulação de Imagens,,1356,FloodFill · Conteúdo Extraído · Resumo · Ferramentas · Atividades,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.95 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
img,IMG,outros,8 - Manipulação de Imagens,,11029,IMG · Conteúdo Extraído,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.66 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
introducaoprocimg,IntroducaoProcImg,material-de-aula,9 - Introdução ao Processamento de Imagens,,10351,Introdução · Histogramas · Histogramas · w Equalização · Histogramas · Histogramas · w **Janelamento · Histogramas,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.95 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
pagina-com-videos-sobre-introducao-ao-processamento-de-imagens-61f156,Página com Vídeos sobre Introdução ao Processamento de Imagens,references,9 - Introdução ao Processamento de Imagens,,1756,"Página com Vídeos sobre Introdução ao Processamento de Imagens · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestr",unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.99 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
pagina-com-videos-sobre-manipulacao-de-imagens-61ddde,Página com Vídeos sobre Manipulação de Imagens,references,8 - Manipulação de Imagens,,1101,"Página com Vídeos sobre Manipulação de Imagens · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestrado, Doutorado e",unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.99 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
pagina-com-videos-sobre-segmentacao-de-imagens-d0627f,Página com Vídeos sobre Segmentação de Imagens,references,10 - Segmentação de Imagens,,852,"Página com Vídeos sobre Segmentação de Imagens · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestrado, Doutorado e",unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.99 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
pagina-com-videos-sobre-segmentacao-por-texturas-e03566,Página com Vídeos sobre Segmentação por Texturas,references,10 - Segmentação de Imagens,,1332,"Página com Vídeos sobre Segmentação por Texturas · Conteúdo Extraído · Acesso a Moodle PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul · Prezados Alunos de Graduação, Mestrado, Doutorado",unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.95 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
remocaoderuido,RemocaoDeRuido,listas,8 - Manipulação de Imagens,,1893,RemocaoDeRuido · Conteúdo Extraído · Ferramentas · Atividades,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.33 revisar=mudou,rotulado,proposto-claude 2026-09-11: secao-moodle
segmentacaodetexturas,SegmentacaoDeTexturas,outros,10 - Segmentação de Imagens,,11779,SEGMENTAÇÃO DE TEXTURAS · Material elaborado com base no texto de Pedro Xerxenesky Revisado e editado por Márcio Sarroglia Pinho/PUCRS** pinho@pucrs.br · Figura 1: (a) Imagem original. (b) média aritm,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.93 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
segmentacaopptx,Segmentacao.pptx,material-de-aula,10 - Segmentação de Imagens,,11108,Segmentação · Segmentação de Imagens · Convolução · Segmentação por descontinuidades · Segmentação por Descontinuidades · Segmentação por Descontinuidades · Segmentação por descontinuidades · Segmenta,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.89 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
video-sobre-prechimento-de-areas-duracao-1300-d87e5f,Vídeo sobre Prechimento de Áreas (Duração: 13:00),references,Exercícios de Processamento de Imagens,,368,Vídeo sobre Prechimento de Áreas (Duração: 13:00) · Conteúdo Extraído,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,unit_conf=0.95 revisar=ok,rotulado,proposto-claude 2026-09-11: secao-moodle
video-sobre-prechimento-de-areas-duracao-330-defae7,Vídeo sobre Prechimento de Áreas (Duração 3:30),references,Exercícios de Processamento de Imagens,,412,Vídeo sobre Prechimento de Áreas (Duração 3:30) · Conteúdo Extraído,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,unidade-03-processamento-de-imagens-e-visao-computacional,,yes,conflito: texto queria unidade-01-introducao-ao-processamento-grafico · unit_conf=0.74 revisar=duvida,rotulado,proposto-claude 2026-09-11: secao-moodle
resolucao-de-prova-de-computacao-grafica-3d,resolucao-de-prova-de-computacao-grafica-3d,provas,Provas Resolvidas,,6254,resolucao-de-prova-de-computacao-grafica-3d · Conteúdo Extraído,unidade-08-sintese-de-imagens-realisticas,unidade-08-sintese-de-imagens-realisticas,unidade-06-processo-de-visualizacao-3d|unidade-07-representacao-e-modelagem-de-objetos|unidade-08-sintese-de-imagens-realisticas,,yes,"prova 3D: iluminacao, sombreamento, z-buffer, projecao, textura, curva · subunit_gt scorable=no: prova resolvida: cobre varias unidades · unit_conf=0.34 revisar=ok",rotulado,proposto-claude 2026-09-11: ruling-user 2026-08-19 (SO): prova cobre as unidades da prova
