curso,entry_id,unidade,gold_primario,gold_extras,gold_fonte,pred_produto,aceito_produto,primario_produto,pred_sem_llm,aceito_sem_llm,primario_sem_llm,pred_so_codigo,aceito_so_codigo,primario_so_codigo,tipo_erro_cru,cru_conf_1a,cru_slug_1a,cru_reasons_1a,pred_sem_llm_escopo_antigo,herdado_no_escopo_antigo
IA,introducao-a-redes-neurais,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,paradigmas-de-aprendizado,0,0,trocado,0.125,introducao-ao-aprendizado-de-maquina,winner_score=1.04,introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.908,introducao-ao-aprendizado-de-maquina,winner_score=1.17,introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron-classificacao-de-cliente,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.000,,sem-sinal (winner_score=0),introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron-classificacao-planta-iris,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,1.000,introducao-ao-aprendizado-de-maquina,winner_score=0.11,introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron-exemplo-atualizado,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.881,introducao-ao-aprendizado-de-maquina,winner_score=0.91,introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron-or-em-python,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.000,,sem-sinal (winner_score=0),introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron-reconhecendo-letras,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.000,,sem-sinal (winner_score=0),introducao-ao-aprendizado-de-maquina,0
IA,exercicio-2-solucao-com-rede-perceptron-atualizado,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.000,,sem-sinal (winner_score=0),introducao-ao-aprendizado-de-maquina,0
IA,mlp,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,paradigmas-de-aprendizado,0,0,trocado,0.222,introducao-ao-aprendizado-de-maquina,winner_score=1.17,introducao-ao-aprendizado-de-maquina,0
IA,mlp-xoripynb,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,,0,0,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.000,,sem-sinal (winner_score=0),introducao-ao-aprendizado-de-maquina,0
IA,mlp-classificacao-iris-atualizado,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,metricas-de-avaliacao,0,0,trocado,0.881,introducao-ao-aprendizado-de-maquina,winner_score=0.91,introducao-ao-aprendizado-de-maquina,0
IA,mlp-regressao-cardio,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,1.000,introducao-ao-aprendizado-de-maquina,winner_score=0.11,introducao-ao-aprendizado-de-maquina,0
IA,rede-perceptron-e-equacao-de-reta,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,1.000,introducao-ao-aprendizado-de-maquina,winner_score=0.91,introducao-ao-aprendizado-de-maquina,0
IA,xor-backpropagation-em-python,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.000,,empate-exato 2x score=0.11,introducao-ao-aprendizado-de-maquina,0
IA,mlp-classificacao-inadimplencia-normalizacao-e-gridsearchcv,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,metricas-de-avaliacao,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,metricas-de-avaliacao,1,0,trocado,0.000,,empate-exato 2x score=0.11,introducao-ao-aprendizado-de-maquina,0
IA,como-analisar-resultados-acc-pr-re-e-f1,unidade-de-aprendizagem-05-aprendizado-de-maquina,metricas-de-avaliacao,,conteudo,metricas-de-avaliacao,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.897,introducao-ao-aprendizado-de-maquina,winner_score=8.79,introducao-ao-aprendizado-de-maquina,0
IA,arvores-de-decisao,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.988,introducao-ao-aprendizado-de-maquina,winner_score=8.97,introducao-ao-aprendizado-de-maquina,0
IA,exemplo-1-arvores-de-decisao-classificacao-planta-iris,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.908,introducao-ao-aprendizado-de-maquina,winner_score=1.17,introducao-ao-aprendizado-de-maquina,0
IA,exemplo-2-arvores-de-decisao-regressao-diabetes,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,,conteudo,modelos-preditivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.908,introducao-ao-aprendizado-de-maquina,winner_score=1.17,introducao-ao-aprendizado-de-maquina,0
IA,exemplo-complementar-classificacao-com-arvores-de-decisao,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-preditivos,metricas-de-avaliacao,conteudo,modelos-preditivos,1,1,metricas-de-avaliacao,1,0,metricas-de-avaliacao,1,0,ok,0.824,metricas-de-avaliacao,winner_score=5.16,metricas-de-avaliacao,0
IA,aula-sobre-agrupamento-parte-1-particional,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,paradigmas-de-aprendizado,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.664,introducao-ao-aprendizado-de-maquina,winner_score=2.70,introducao-ao-aprendizado-de-maquina,0
IA,agrupamento-usando-k-means-exemplo-1-ipynb,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.924,introducao-ao-aprendizado-de-maquina,winner_score=1.43,introducao-ao-aprendizado-de-maquina,0
IA,agrupamento-usando-k-means-exemplo-2-ipynb,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.988,introducao-ao-aprendizado-de-maquina,winner_score=8.79,introducao-ao-aprendizado-de-maquina,0
IA,artigo-usando-agrupamento,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,metricas-de-avaliacao,0,0,trocado,0.273,introducao-ao-aprendizado-de-maquina,winner_score=1.43,introducao-ao-aprendizado-de-maquina,0
IA,survey-on-clustering,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,1.000,introducao-ao-aprendizado-de-maquina,winner_score=0.91,introducao-ao-aprendizado-de-maquina,0
IA,aula-sobre-agrupamento-parte-2-hierarquico,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.957,introducao-ao-aprendizado-de-maquina,winner_score=2.52,introducao-ao-aprendizado-de-maquina,0
IA,agrupamento-hierarquico-exemplo-1,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.988,introducao-ao-aprendizado-de-maquina,winner_score=8.97,introducao-ao-aprendizado-de-maquina,0
IA,agrupamento-hierarquico-exemplo-2-use-o-dataset-da-planta-iris,unidade-de-aprendizagem-05-aprendizado-de-maquina,modelos-descritivos,,conteudo,modelos-descritivos,1,1,introducao-ao-aprendizado-de-maquina,0,0,introducao-ao-aprendizado-de-maquina,0,0,trocado,0.993,introducao-ao-aprendizado-de-maquina,winner_score=15.77,introducao-ao-aprendizado-de-maquina,0
ES2,revisaoarquiteturapadroes,unidade-01-arquitetura-de-software,conceito-de-arquitetura-de-software,estilos-e-padroes-arquiteturais,conteudo,conceito-de-arquitetura-de-software,1,1,,0,0,,0,0,vazio,0.000,,revisao-sem-assunto-dominante (winner_score=4.84 < 7.0),,0
ES2,servicos,unidade-01-arquitetura-de-software,orientada-a-servicos,,conteudo,orientada-a-servicos,1,1,orientada-a-servicos,1,1,orientada-a-servicos,1,1,ok,0.713,orientada-a-servicos,winner_score=10.40,orientada-a-servicos,0
ES2,web,unidade-01-arquitetura-de-software,cliente-servidor,camadas,conteudo,cliente-servidor,1,1,cliente-servidor,1,1,cliente-servidor,1,1,ok,0.107,cliente-servidor,winner_score=10.18 | ambiguous,cliente-servidor,0
ES2,microsservicos,unidade-01-arquitetura-de-software,orientada-a-microsservicos,,conteudo,orientada-a-microsservicos,1,1,estilos-e-padroes-arquiteturais,0,0,estilos-e-padroes-arquiteturais,0,0,trocado,0.301,estudo-de-caso-arquitetura-orientada-a-microsservicos,winner_score=2.16,estilos-e-padroes-arquiteturais,0
ES2,roteiro1-introducao,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,orientada-a-microsservicos,conteudo,estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,orientada-a-microsservicos,1,0,cliente-servidor,0,0,ok,0.837,orientada-a-microsservicos,winner_score=8.29,orientada-a-microsservicos,0
ES2,roteiro1,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,card,estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,,0,0,,0,0,vazio,0.000,,empate-exato 5x score=0.02,,0
ES2,devops,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,conceito-de-devops,gerenciamento-da-configuracao,conteudo,gerenciamento-da-configuracao,1,0,integracao-continua-ci,0,0,integracao-continua-ci,0,0,trocado,0.869,integracao-continua-ci,winner_score=10.14,integracao-continua-ci,0
ES2,kubernetes,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,plataformas-de-devops,,conteudo,plataformas-de-devops,1,1,,0,0,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0,0,vazio,0.000,,empate-exato 4x score=0.11,,0
ES2,microsservicos5,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,plataformas-de-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,0,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,0,entrega-continua-cd,0,0,ok,0.315,gerenciamento-da-configuracao,winner_score=1.32,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,microsservicos2,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,oraculo (plano AVALIACAO + SARC + label Moodle),orientada-a-microsservicos,0,0,estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,,0,0,ok,0.301,estudo-de-caso-arquitetura-orientada-a-microsservicos,winner_score=2.16,estudo-de-caso-arquitetura-orientada-a-microsservicos,0
ES2,microsservicos3,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,oraculo (plano AVALIACAO + SARC + label Moodle),estilos-e-padroes-arquiteturais,0,0,estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,estilos-e-padroes-arquiteturais,0,0,ok,0.871,estudo-de-caso-arquitetura-orientada-a-microsservicos,winner_score=7.06,estudo-de-caso-arquitetura-orientada-a-microsservicos,0
ES2,microsservicos4,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,1.000,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=1.15,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro2-nameserver,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,oraculo (plano AVALIACAO + SARC + label Moodle),estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,cliente-servidor,0,0,cliente-servidor,0,0,trocado,0.330,cliente-servidor,winner_score=1.35,cliente-servidor,0
ES2,roteiro3-gateway,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,oraculo (plano AVALIACAO + SARC + label Moodle),estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,cliente-servidor,0,0,ok,0.886,estudo-de-caso-arquitetura-orientada-a-microsservicos,winner_score=11.92,estudo-de-caso-arquitetura-orientada-a-microsservicos,0
ES2,roteiro4-circuitbreaker,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,gerenciamento-da-configuracao,0,0,ok,0.995,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=21.97,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro5-conteiners,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,plataformas-de-devops,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,0.996,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=25.84,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro6-conteiners-composicao,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,plataformas-de-devops,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,gerenciamento-da-configuracao,0,0,ok,0.996,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=29.27,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro2,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,oraculo (plano AVALIACAO + SARC + label Moodle),estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,,0,0,,0,0,vazio,0.000,,empate-exato 5x score=0.02,,0
ES2,roteiro3,unidade-01-arquitetura-de-software,estudo-de-caso-arquitetura-orientada-a-microsservicos,,oraculo (plano AVALIACAO + SARC + label Moodle),estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,estudo-de-caso-arquitetura-orientada-a-microsservicos,1,1,,0,0,ok,0.998,estudo-de-caso-arquitetura-orientada-a-microsservicos,winner_score=7.06,estudo-de-caso-arquitetura-orientada-a-microsservicos,0
ES2,roteiro4,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,card,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,0.000,,sem-sinal (winner_score=0),estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro5,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,card,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,0.000,,sem-sinal (winner_score=0),estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro6,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,card,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,0.000,,sem-sinal (winner_score=0),estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,microsservicos6,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,gerenciamento-da-configuracao,0,0,gerenciamento-da-configuracao,0,0,trocado,1.000,gerenciamento-da-configuracao,winner_score=1.32,gerenciamento-da-configuracao,0
ES2,microsservicos7,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,gerenciamento-da-configuracao,0,0,ok,0.906,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=1.15,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro7-filas,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,gerenciamento-da-configuracao,0,0,ok,0.952,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=27.40,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro8-autenticacao-autorizacao,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,conteudo,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,gerenciamento-da-configuracao,0,0,gerenciamento-da-configuracao,0,0,trocado,1.000,gerenciamento-da-configuracao,winner_score=0.11,gerenciamento-da-configuracao,0
ES2,roteiro7,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,card,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,1.000,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=7.66,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
ES2,roteiro7-history-service,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,estudo-de-caso-integracao-e-implantacao-de-microsservicos,,card,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1,1,ok,1.000,estudo-de-caso-integracao-e-implantacao-de-microsservicos,winner_score=15.12,estudo-de-caso-integracao-e-implantacao-de-microsservicos,0
TCC,aula-01-apresentacao-da-disciplina-revisao-de-teoria-de-conjuntos-e-enumerabilidade,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,conjuntos-enumeraveis,,conteudo,conjuntos-enumeraveis,1,1,conjuntos-enumeraveis,1,1,,0,0,ok,0.799,conjuntos-enumeraveis,winner_score=8.97,conjuntos-enumeraveis,0
TCC,aula-02-conjuntos-enumeraveis-e-nao-enumeraveis-argumento-da-diagonalizacao-de-cantor,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,argumento-diagonal-de-cantor-e-conjuntos-incontaveis,conjuntos-enumeraveis,conteudo,conjuntos-enumeraveis,1,0,conjuntos-enumeraveis,1,0,conjuntos-enumeraveis,1,0,ok,0.930,conjuntos-enumeraveis,winner_score=25.68,conjuntos-enumeraveis,0
TCC,aula-03-funcoes-recursivas-primitivas-e-composicao-de-funcoes,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,,conteudo,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,ok,0.907,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,winner_score=9.75,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,0
TCC,aula-04-funcoes-computaveis-funcoes-recursivas-parciais-pdf,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,,conteudo,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,ok,0.898,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,winner_score=14.00,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,0
TCC,aula-05-minimizacao-de-funcoes-recursivas-parciais,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,,conteudo,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,ok,0.924,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,winner_score=13.60,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,0
TCC,aula-06-revisao-alfabeto-cadeia-linguagem-hierarquia-de-chomsky-lemas-e-propriedades-de-automatos,unidade-02-turing-computabilidade,,,conteudo,maquinas-de-turing,0,0,maquinas-de-turing,0,0,maquinas-de-turing,0,0,trocado,0.909,maquinas-de-turing,winner_score=14.28,maquinas-de-turing,0
TCC,t1-enunciado,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,conjuntos-enumeraveis;argumento-diagonal-de-cantor-e-conjuntos-incontaveis,conteudo,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,1,1,ok,0.456,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,winner_score=15.81,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,0
TCC,aula-07-maquinas-de-turing-e-linguagens-recursivamente-enumeraveis,unidade-02-turing-computabilidade,maquinas-de-turing,linguagens-reconheciveis-e-decidiveis,conteudo,maquinas-de-turing,1,1,maquinas-de-turing,1,1,maquinas-de-turing,1,1,ok,0.943,maquinas-de-turing,winner_score=26.22,maquinas-de-turing,0
TCC,aula-08-maquinas-de-turing-como-processadoras-de-funcoes,unidade-02-turing-computabilidade,conjectura-de-church-turing,maquinas-de-turing,conteudo,maquinas-de-turing,1,0,maquinas-de-turing,1,0,maquinas-de-turing,1,0,ok,0.965,maquinas-de-turing,winner_score=33.39,maquinas-de-turing,0
TCC,aula-09-variacoes-de-maquinas-de-turing,unidade-02-turing-computabilidade,variacoes-de-maquinas-de-turing,,conteudo,variacoes-de-maquinas-de-turing,1,1,maquinas-de-turing,0,0,maquinas-de-turing,0,0,trocado,0.005,variacoes-de-maquinas-de-turing,winner_score=15.28 | ambiguous,maquinas-de-turing,0
TCC,aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,unidade-02-turing-computabilidade,linguagens-reconheciveis-e-decidiveis,maquinas-de-turing-universais,conteudo,linguagens-reconheciveis-e-decidiveis,1,1,maquinas-de-turing,0,0,maquinas-de-turing-universais,1,0,trocado,0.401,maquinas-de-turing,winner_score=17.67,maquinas-de-turing,0
CG,intro,unidade-01-introducao-ao-processamento-grafico,origens,conceitos;areas-relacionadas,conteudo; oraculo Moodle 06/09,origens,1,1,origens,1,1,origens,1,1,ok,0.000,,sem-sinal (winner_score=0),origens,0
CG,origensdacomputacaografica,unidade-01-introducao-ao-processamento-grafico,origens,,conteudo,origens,1,1,origens,1,1,origens,1,1,ok,1.000,origens,winner_score=13.22,origens,0
CG,segmentacaopptx,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,conteudo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.928,segmentacao,winner_score=12.57,segmentacao,0
CG,segmentacaodetexturas,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,conteudo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.889,segmentacao,winner_score=18.09,segmentacao,0
CG,morfologiamatematicapptx,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,filtros,conteudo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.000,,sem-sinal (winner_score=0),,0
CG,csg,unidade-07-representacao-e-modelagem-de-objetos,geometria-solida-construtiva-csg,tecnicas-de-modelagem-3d,conteudo,geometria-solida-construtiva-csg,1,1,geometria-solida-construtiva-csg,1,1,geometria-solida-construtiva-csg,1,1,ok,0.980,geometria-solida-construtiva-csg,winner_score=6.22,geometria-solida-construtiva-csg,0
CG,modelagem3d,unidade-07-representacao-e-modelagem-de-objetos,formas-de-representacao,tecnicas-de-modelagem-3d;representacao-aramada;superficies-limitantes,conteudo,representacao-aramada,1,0,representacao-aramada,1,0,representacao-aramada,1,0,ok,0.484,representacao-aramada,winner_score=5.78,representacao-aramada,0
CG,atividade,unidade-06-processo-de-visualizacao-3d,conceito-de-camera-sintetica,projecoes,conteudo,conceito-de-camera-sintetica,1,1,,0,0,,0,0,vazio,0.000,,empate-exato 7x score=0.02,,0
