curso,regime,entry_id,pino_manual,unidade,bloco,gold_primario,gold_extras,pred_controle,pred_A,pred_B,aceito_controle,aceito_A,aceito_B,prim_controle,prim_A,prim_B,conf_controle,conf_A,conf_B,sarc_slug,sarc_motivo,sarc_sessoes
MF,produto,exerciciosformalizacaoalgoritmosrecursao3-respostas,0,unidade-01-metodos-formais,7ccdaf5e-76b8-48e5-82b5-05f80b3f054b,especificacao-de-funcoes-recursivas,,especificacao-de-funcoes-recursivas,especificacao-de-funcoes-recursivas,especificacao-de-funcoes-recursivas,1,1,1,1,1,1,1,1,1,,multiplos,bloco-04-sessao-2026-03-11::conjuntos indutivos e equacoes recursivas aula::MULTI:especificacao-de-conjuntos-indutivos+especificacao-de-funcoes-recursivas
MF,produto,classes-parte2,0,unidade-02-verificacao-de-programas,95d7c9fb-d9e3-43cd-b1fb-5fcebddb49f0,verificacao-de-programas,invariante-e-variante-de-laco;pre-e-pos-condicoes;softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,1,1,1,0,0,0,,multiplos,bloco-15-sessao-2026-06-01::logica de programas orientacao a objetos dafny ghosts autocontrato aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-03::logica de programas orientacao a objetos dafny ghosts autocontrato::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-0
MF,produto,exercicios-arrays,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;invariante-e-variante-de-laco;pre-e-pos-condicoes,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,produto,logicadehoare-exercicios-respostas,0,unidade-02-verificacao-de-programas,171a1a09-a72d-490d-b4d8-5843cfb301b4,logica-de-hoare,,logica-de-hoare,logica-de-hoare,logica-de-hoare,1,1,1,1,1,1,1,1,1,,so-o-pai,bloco-10-sessao-2026-04-27::logica de hoare aula::PAI:logica-de-hoare || bloco-10-sessao-2026-04-29::logica de hoare aula::PAI:logica-de-hoare
SO,cru,definicao-e-historico,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,evolucao-historica,servicos-dos-sistemas-operacionais,servicos-dos-sistemas-operacionais,chamadas-de-sistema,servicos-dos-sistemas-operacionais,1,0,1,0,0,0,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,1203-processos,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,servicos-dos-sistemas-operacionais,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,1703-chamada-de-sistema,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,exemplo-criacao-de-processos-no-unix-linux-filho,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,exemplo-criacao-de-processos-no-unix-linux-teste01,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,exemplo-criacao-de-processos-no-unix-linux-teste02,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,exemplo-criacao-de-processos-no-unix-linux-teste03,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,chamadas-de-sistema,decide,bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,cru,1903-estruturas-de-controle,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,escalonamento,escalonamento,escalonamento,0,0,0,0,0,0,1,1,1,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,2403-escalonamento-de-processos,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,escalonamento,,escalonamento,escalonamento,escalonamento,1,1,1,1,1,1,1,1,1,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,2603-algoritmos-de-escalonamento,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,algoritmos-de-escalonamento,,algoritmos-de-escalonamento,escalonamento,algoritmos-de-escalonamento,1,0,1,1,0,1,0,1,0,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,3103-threads,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,escalonamento,escalonamento,escalonamento,0,0,0,0,0,0,0,0,0,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,exercicios,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,algoritmos-de-escalonamento,,,escalonamento,escalonamento,0,0,0,0,0,0,1,1,1,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,exemplo-threads-em-c-exemplo1,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,escalonamento,escalonamento,escalonamento,0,0,0,0,0,0,0,0,0,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,exemplo-threads-em-c-exemplo2,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,escalonamento,escalonamento,escalonamento,0,0,0,0,0,0,0,0,0,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,cru,exemplo-threads-em-c-exemplo3,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,escalonamento,escalonamento,escalonamento,0,0,0,0,0,0,1,1,1,escalonamento,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::escalonamento
SO,produto,definicao-e-historico,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,evolucao-historica,servicos-dos-sistemas-operacionais,evolucao-historica,evolucao-historica,evolucao-historica,1,1,1,1,1,1,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,1203-processos,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,servicos-dos-sistemas-operacionais,servicos-dos-sistemas-operacionais,servicos-dos-sistemas-operacionais,servicos-dos-sistemas-operacionais,1,1,1,0,0,0,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,1703-chamada-de-sistema,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,exemplo-criacao-de-processos-no-unix-linux-filho,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,exemplo-criacao-de-processos-no-unix-linux-teste01,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,exemplo-criacao-de-processos-no-unix-linux-teste02,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,exemplo-criacao-de-processos-no-unix-linux-teste03,0,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,bdcc7b26-25b0-4102-9c5b-d3af31606ad3,chamadas-de-sistema,,chamadas-de-sistema,chamadas-de-sistema,chamadas-de-sistema,1,1,1,1,1,1,1,1,1,,sessoes-discordantes,bloco-03-sessao-2026-03-10::historico e evolucao dos sistemas operacionais aula::evolucao-historica || bloco-03-sessao-2026-03-12::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema || bloco-03-sessao-2026-03-17::estruturas dos sistemas operacionais processos chamadas de sistema aula::chamadas-de-sistema
SO,produto,1903-estruturas-de-controle,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,conceitos-basicos,conceitos-basicos,conceitos-basicos,1,1,1,1,1,1,1,1,1,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,2403-escalonamento-de-processos,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,escalonamento,,escalonamento,conceitos-basicos,escalonamento,1,0,1,1,0,1,1,1,1,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,2603-algoritmos-de-escalonamento,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,algoritmos-de-escalonamento,,algoritmos-de-escalonamento,conceitos-basicos,algoritmos-de-escalonamento,1,0,1,1,0,1,1,1,1,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,3103-threads,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,conceitos-basicos,conceitos-basicos,conceitos-basicos,1,1,1,1,1,1,0,0,0,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,exercicios,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,algoritmos-de-escalonamento,,algoritmos-de-escalonamento,conceitos-basicos,algoritmos-de-escalonamento,1,0,1,1,0,1,1,1,1,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,exemplo-threads-em-c-exemplo1,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,conceitos-basicos,conceitos-basicos,conceitos-basicos,1,1,1,1,1,1,0,0,0,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,exemplo-threads-em-c-exemplo2,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,conceitos-basicos,conceitos-basicos,conceitos-basicos,1,1,1,1,1,1,0,0,0,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
SO,produto,exemplo-threads-em-c-exemplo3,0,unidade-02-gerencia-do-processador,e4f7e22a-e091-46f8-b70e-a65f387dbf84,conceitos-basicos,,conceitos-basicos,conceitos-basicos,conceitos-basicos,1,1,1,1,1,1,1,1,1,conceitos-basicos,decide,bloco-04-sessao-2026-03-19::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-24::gerencia do processador processos chamadas de sistema escalonamento aula::MULTI:conceitos-basicos+escalonamento || bloco-04-sessao-2026-03-26::gerencia do processador threads e exclusao mutua aula::conceitos-basicos || bloco-04-s
IA,cru,caracteristicas-dos-dados,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,af22fe17-ee73-407f-9af5-d730739d71e0,introducao-ao-aprendizado-de-maquina,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1,1,1,1,1,1,1,1,1,,nenhum,
IA,cru,introducao-a-ml,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,fbf15f4c-54b1-489d-bb02-f9bd33dc1bd3,introducao-ao-aprendizado-de-maquina,paradigmas-de-aprendizado,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1,1,1,1,1,1,1,1,1,,nenhum,
IA,cru,analise-exploratoria-de-dados-exemplo-1,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,af22fe17-ee73-407f-9af5-d730739d71e0,introducao-ao-aprendizado-de-maquina,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1,1,1,1,1,1,1,1,1,,nenhum,
IA,cru,analise-exploratoria-dos-dados-exemplo-2,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,af22fe17-ee73-407f-9af5-d730739d71e0,introducao-ao-aprendizado-de-maquina,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1,1,1,1,1,1,1,1,1,,nenhum,
IA,cru,algoritmo-de-classificacao-k-nn,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,exemplo-com-k-nn,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,exemplo-2-k-nn-com-iriscsv-mais-completo,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,exemplo-de-programa-com-k-nn-em-java,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,artigo-usando-k-nn-em-texto,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,k-nn-para-classificacao-exemplo-cardio,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,k-nn-para-regressao-exemplo-imc,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,introducao-a-redes-neurais,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron-classificacao-de-cliente,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron-classificacao-planta-iris,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron-exemplo-atualizado,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron-or-em-python,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron-reconhecendo-letras,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,exercicio-2-solucao-com-rede-perceptron-atualizado,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,mlp,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,mlp-xoripynb,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,mlp-classificacao-iris-atualizado,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,mlp-regressao-cardio,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
IA,cru,rede-perceptron-e-equacao-de-reta,0,unidade-de-aprendizagem-05-aprendizado-de-maquina,2fdbf4f5-fe92-46c7-b3d6-b4a09d87615f,modelos-preditivos,,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0,0,0,0,0,0,1,1,1,,nenhum,
