curso,entry_id,unidade,classe,tipo,confiante,gold_primario,gold_extras,pred_cru,PLANO,SARC,SECAO,TITULO,HEADINGS,CORPO,WEEKLBL,FNORIG,PLANO_p,SARC_p,SECAO_p,TITULO_p,HEADINGS_p,CORPO_p,WEEKLBL_p,FNORIG_p,SARC_nhits,SECAO_nhits,TITULO_nhits,HEADINGS_nhits,CORPO_nhits,WEEKLBL_nhits,FNORIG_nhits,score_gold,score_winner,gold_score_zero,gold_e_argmax_1a,ganho_PLANO,ganho_SARC,ganho_SECAO,ganho_TITULO,ganho_HEADINGS,ganho_CORPO,ganho_WEEKLBL,ganho_FNORIG,existe_SARC,existe_WEEKLBL,existe_FNORIG
CG,pagina-com-videos-sobre-instanciamento,unidade-04-processo-de-visualizacao-2d,gold-vazio,trocado,1,,,desenho-de-linhas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CG,transformacoesgeometricas,unidade-04-processo-de-visualizacao-2d,gold-vazio,trocado,0,,,desenho-de-linhas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CG,transformacoesgl,unidade-04-processo-de-visualizacao-2d,gold-vazio,trocado,0,,,sistema-de-coordenadas-cartesianas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CG,remocaoderuido,unidade-03-processamento-de-imagens-e-visao-computacional,alcancavel-em-tese,trocado,0,filtros,,cores-e-tipos-de-imagens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.14,1,0,0,0,0,0,0,0,0,0,1,0,0
CG,introducaoprocimg,unidade-03-processamento-de-imagens-e-visao-computacional,alcancavel-em-tese,trocado,1,filtros,introducao-e-exemplos-de-aplicacoes;cores-e-tipos-de-imagens,segmentacao,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,9.20,10.46,0,0,0,0,0,0,0,0,0,0,1,0,0
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d-html,unidade-04-processo-de-visualizacao-2d,alcancavel-em-tese,trocado,1,sistema-de-coordenadas-cartesianas,,desenho-de-linhas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.00,1.41,1,0,0,0,0,0,0,0,0,0,1,0,1
CG,pagina-com-videos-sobre-fundamentos-matematicos-para-computacao-grafica-d1d4a9,unidade-02-fundamentos-matematicos,alcancavel-em-tese,trocado,1,entidades-geometricas,operacoes-com-vetores,algoritmos-de-poligonos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0
CG,videos-sobre-algoritmos-de-detecao-de-colisao-bd7d84,unidade-02-fundamentos-matematicos,alcancavel-em-tese,vazio,1,algoritmos-de-deteccao-e-calculo-de-interseccao,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,1,0,0
CG,pagina-com-videos-sobre-mapeamento-9f410e,unidade-04-processo-de-visualizacao-2d,alcancavel-em-tese,vazio,0,sistema-de-coordenadas-cartesianas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00,0.02,1,0,0,0,0,0,0,0,0,0,1,0,0
CG,video-sobre-mapeamento-em-opengl-1dad3c,unidade-04-processo-de-visualizacao-2d,alcancavel-em-tese,vazio,0,sistema-de-coordenadas-cartesianas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00,0.02,1,0,0,0,0,0,0,0,0,0,1,0,0
CG,pagina-com-videos-sobre-introducao-ao-processamento-de-imagens-61f156,unidade-03-processamento-de-imagens-e-visao-computacional,alcancavel-em-tese,trocado,1,introducao-e-exemplos-de-aplicacoes,filtros,segmentacao,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4.80,4.80,0,1,0,0,0,0,0,1,0,0,1,0,0
CG,paginas-com-videos-sobre-modelagem-geometrica-f2614a,unidade-07-representacao-e-modelagem-de-objetos,alcancavel-em-tese,trocado,1,tecnicas-de-modelagem-3d,formas-de-representacao,geometria-solida-construtiva-csg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1.32,5.78,0,0,0,0,0,0,0,0,0,0,1,0,0
CG,pagina-com-videos-sobre-visualizacao-3d-35a833,unidade-06-processo-de-visualizacao-3d,alcancavel-em-tese,vazio,0,pipeline-de-visualizacao-3d,projecoes;conceito-de-camera-sintetica,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4.80,4.84,0,0,0,0,0,0,0,0,0,0,1,0,0
FR,01-protocolos-de-rede,unidade-01-introducao-a-redes-de-computadores,alcancavel-em-tese,trocado,1,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,conceitos-de-redes-de-computadores-e-internet,modelos-osi-e-tcpip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.00,12.10,1,0,0,0,0,0,0,0,0,0,1,0,1
FR,03-tipos-de-redes,unidade-01-introducao-a-redes-de-computadores,alcancavel-em-tese,trocado,1,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,classificacao-e-topologias-de-redes-de-computadores,modelos-osi-e-tcpip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.30,7.06,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,04-camada-de-aplicacao,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,funcoes-e-caracteristicas-do-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.04,1.56,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,04-protocolo-http,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,,paradigmas-clienteservidor-e-p2p,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1.30,1.30,0,1,0,0,0,1,0,0,0,1,1,0,1
FR,05-protocolo-dns,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.04,1.43,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,unidade2-exercicios-http,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,,paradigmas-clienteservidor-e-p2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.35,1.35,0,1,0,0,0,0,0,0,0,0,1,0,1
FR,08-desenvolvimento-de-aplicacoes,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,vazio,0,implementacao-de-sockets,paradigmas-clienteservidor-e-p2p,,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0.91,1.04,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,udp-example-c,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,implementacao-de-sockets,protocolo-udp,paradigmas-clienteservidor-e-p2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02,0.91,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,udp-example-java,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,implementacao-de-sockets,protocolo-udp,paradigmas-clienteservidor-e-p2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.02,0.91,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,tcp-chat-c,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,implementacao-de-sockets,protocolo-tcp,paradigmas-clienteservidor-e-p2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.02,0.91,0,0,0,0,0,0,0,0,0,0,1,0,1
FR,tcp-example,unidade-02-nivel-de-aplicacao,alcancavel-em-tese,trocado,1,implementacao-de-sockets,protocolo-tcp,paradigmas-clienteservidor-e-p2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02,0.91,0,0,0,0,0,0,0,0,0,0,1,0,1
