curso,id,cat,metodo,provider,janela,serie,prova,llm_pick,gold,motor_pick,causa,s1,s2,margem,secao,titulo,md_chars
CG,basico3d-cpp,codigo-professor,llm,topic,2,False,False,48a4f134-20b9-48cc-8dd7-04cdfd3d55d2,,466f40c8-c9e4-4277-96fb-1702d28db350,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,14 - Exercícios sobre Modelagem Geométri,Basico3D-CPP,0
CG,basico3d-py-zip,codigo-professor,llm,topic,2,False,False,48a4f134-20b9-48cc-8dd7-04cdfd3d55d2,,466f40c8-c9e4-4277-96fb-1702d28db350,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,14 - Exercícios sobre Modelagem Geométri,Basico3D-PY,0
CG,programabasico3d,codigo-professor,llm,topic,3,False,False,aad330da-118a-4ce6-88ea-7f4958e86b97,,9fc18a1f-fdcb-462f-9198-1f22c629ee0a,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,16 - Síntese de Imagens Realísticas,ProgramaBasico3D,12885
CG,exemplodemanipulacaodeimagens,codigo-professor,llm,topic,4,False,False,419072fa-d344-4461-89c5-da8a978750f2,,419072fa-d344-4461-89c5-da8a978750f2,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,3 - Fundamentos Matemáticos para Computa,ExemploDeManipulacaoDeImagens,12149
CG,exercicio-com-animacao,listas,llm,topic,4,False,False,419072fa-d344-4461-89c5-da8a978750f2,,419072fa-d344-4461-89c5-da8a978750f2,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,3 - Fundamentos Matemáticos para Computa,exercicio-com-animacao,712
CG,exercicio-com-poligonos,listas,llm,topic,4,False,False,419072fa-d344-4461-89c5-da8a978750f2,,419072fa-d344-4461-89c5-da8a978750f2,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,3 - Fundamentos Matemáticos para Computa,exercicio-com-poligonos,452
CG,exercicio-de-animacao-foguete,listas,llm,topic,4,False,False,419072fa-d344-4461-89c5-da8a978750f2,,419072fa-d344-4461-89c5-da8a978750f2,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,3 - Fundamentos Matemáticos para Computa,exercicio-de-animacao-foguete,740
CG,animacao-v2,codigo-professor,llm,topic,9,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,26afa1ef-6742-4b2f-b9f4-b596e8ad6de9,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,6 - Processo de Visualização 2D,Animacao-v2,11122
CG,instanciamento,outros,llm,topic,9,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,48a4f134-20b9-48cc-8dd7-04cdfd3d55d2,margem baixa (<0.55),3.26,2.68,0.18,6 - Processo de Visualização 2D,Instanciamento,14641
CG,transformacoes-geometricas-em-opengl,outros,llm,topic,9,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,48a4f134-20b9-48cc-8dd7-04cdfd3d55d2,margem baixa (<0.55),1.63,1.15,0.29,6 - Processo de Visualização 2D,transformacoes-geometricas-em-opengl,4903
CG,transformacoesgeometricas,codigo-professor,llm,topic,9,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,26afa1ef-6742-4b2f-b9f4-b596e8ad6de9,sem-token (material nao casa nenhum bloco),0.0,0.0,0.0,6 - Processo de Visualização 2D,TransformacoesGeometricas,11042
CG,vis2d,outros,llm,topic,9,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,margem baixa (<0.55),4.74,2.3,0.51,6 - Processo de Visualização 2D,Vis2d,5905
CG,introducaoprocimg,outros,llm,topic,11,False,False,9fc18a1f-fdcb-462f-9198-1f22c629ee0a,,9fc18a1f-fdcb-462f-9198-1f22c629ee0a,margem baixa (<0.55),2.48,1.24,0.5,9 - Introdução ao Processamento de Image,IntroducaoProcImg,10362
CG,exercicios-de-geometria-computacional,listas,llm-funil,,0,False,False,466f40c8-c9e4-4277-96fb-1702d28db350,,,sem-janela (funil),0.0,0.0,0.0,Exercícios 2D,exercicios-de-geometria-computacional,2581
CG,exercicios-sobre-curvas-pdf,listas,llm-funil,,0,False,False,858d8c04-a0c2-452c-8455-f453011041b1,,,sem-janela (funil),0.0,0.0,0.0,Exercícios 2D,exercicios-sobre-curvas,2723
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d-pdf,listas,llm-funil,,0,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,,sem-janela (funil),0.0,0.0,0.0,Exercícios 2D,exercicios-teoricos-sobre-processo-de-visualizacao,3809
CG,imageclass-biblioteca-para-manipulacao-de-imagens,outros,llm-funil,,0,False,False,9fc18a1f-fdcb-462f-9198-1f22c629ee0a,,,sem-janela (funil),0.0,0.0,0.0,Exercícios 2D,imageclass-biblioteca-para-manipulacao-de-imagens,14902
CG,pucrs-escola-politecnica-computacao-grafica-exercicios,listas,llm-funil,,0,False,False,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,,sem-janela (funil),0.0,0.0,0.0,Exercícios 2D,pucrs-escola-politecnica-computacao-grafica-exerci,724
CG,resolucao-de-prova-de-computacao-grafica-2d,provas,llm-funil,,0,False,True,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,,sem-janela (funil),0.0,0.0,0.0,Exercícios 2D,resolucao-de-prova-de-computacao-grafica-2d,8552
CG,cronograma2026-2,cronograma,llm-funil,,0,False,False,26afa1ef-6742-4b2f-b9f4-b596e8ad6de9,,,sem-janela (funil),0.0,0.0,0.0,Plano de Ensino,Cronograma2026-2,4034
CG,planodeensino-4645z-04-fundamentos-de-computacao-grafica,cronograma,llm-funil,,0,False,False,26afa1ef-6742-4b2f-b9f4-b596e8ad6de9,,,sem-janela (funil),0.0,0.0,0.0,Plano de Ensino,PlanoDeEnsino-4645Z-04-Fundamentos de Computação,7494
CG,videoscg-v2,outros,llm-funil,,0,False,False,26afa1ef-6742-4b2f-b9f4-b596e8ad6de9,,,sem-janela (funil),0.0,0.0,0.0,Plano de Ensino,VideosCG-v2,11927
CG,resolucao-de-prova-de-computacao-grafica-2d-pdf,provas,llm-funil,,0,False,True,b33accaf-8a2c-4dc2-88e0-b3fd8fa45bad,,,sem-janela (funil),0.0,0.0,0.0,Provas Resolvidas,resolucao-de-prova-de-computacao-grafica-2d,8622
CG,resolucao-de-prova-de-computacao-grafica-3d,provas,llm-funil,,0,False,True,f547083a-5303-4c78-9d64-3f36ca3d6fc6,,,sem-janela (funil),0.0,0.0,0.0,Provas Resolvidas,resolucao-de-prova-de-computacao-grafica-3d,7027
LR,320-340,cronograma,llm-funil,,0,False,False,b16be198-c905-4188-a9c3-6322071f7ebb,,,sem-janela (funil),0.0,0.0,0.0,Plano de Ensino,320-340,5259
LR,aula-0-apresentacao-da-disciplina,material-de-aula,llm-funil,,0,False,False,b16be198-c905-4188-a9c3-6322071f7ebb,,,sem-janela (funil),0.0,0.0,0.0,Plano de Ensino,Aula 0 - Apresentação da Disciplina,12075
FR,plano-de-ensino-20262,cronograma,llm-funil,,0,False,False,2c13a1f7-5335-484c-b2ac-fef554d606ac,,,sem-janela (funil),0.0,0.0,0.0,Plano de Ensino,Plano de Ensino - 20262,6707
FR,02-poster-network-protocols,fotos-de-prova,llm-funil,,0,False,False,ce5ec619-9787-4e47-997b-54a89ccc1473,,,sem-janela (funil),0.0,0.0,0.0,U1 - Redes de Computadores,02 - poster-network-protocols,0
FR,unidade1-exercicios,listas,llm-funil,,0,False,False,ce5ec619-9787-4e47-997b-54a89ccc1473,,,sem-janela (funil),0.0,0.0,0.0,U1 - Redes de Computadores,unidade1-exercicios,7540
FR,lista-de-exercicios-1-camada-de-aplicacao,listas,llm,topic,6,False,False,4e141c57-b679-45fe-be61-05ef5c344616,,4e141c57-b679-45fe-be61-05ef5c344616,margem baixa (<0.55),2.64,1.65,0.37,U2 - Camada de Aplicação,LIsta de exercícios 1 - Camada de Aplicação,6919
FR,unidade2-exercicios-dhcp,listas,llm,topic,6,False,False,4e141c57-b679-45fe-be61-05ef5c344616,,1faffdec-a5d2-4ff1-aa8e-83f1d061f013,margem baixa (<0.55),1.95,1.12,0.42,U2 - Camada de Aplicação,unidade2-exercicios-dhcp,6360
FR,unidade2-exercicios-dns,listas,llm,topic,6,False,False,4e141c57-b679-45fe-be61-05ef5c344616,,7ac88448-7efb-422e-9cda-67b87155341f,margem baixa (<0.55),0.97,0.79,0.18,U2 - Camada de Aplicação,unidade2-exercicios-dns,6082
FR,unidade2-exercicios-http,listas,llm,topic,6,False,False,4e141c57-b679-45fe-be61-05ef5c344616,,9b768cd7-e683-4974-93ac-b4855b73dc72,margem baixa (<0.55),2.44,1.67,0.32,U2 - Camada de Aplicação,unidade2-exercicios-http,7583
